BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,70442,76672,6230,85,3200
2,113285,118740,5455,85,3374
3,157140,162898,5758,85,3390
4,184313,192297,7984,85,3391
5,216493,222039,5546,85,3391
6,243017,248560,5543,85,3389
7,269385,275730,6345,85,3387
8,297105,303175,6070,85,3392
9,321872,328114,6242,85,3392
10,345095,350195,5100,85,3389
11,367503,374294,6791,85,3397
12,391603,397177,5574,85,3445
13,416953,421747,4794,85,3555
14,443279,448660,5381,85,3563
15,464462,469975,5513,85,3560
16,486211,490153,3942,85,3563
17,507064,514365,7301,85,3565
18,529125,534706,5581,85,3555
19,552190,555849,3659,85,3561
20,571530,577332,5802,85,3557
21,591236,596559,5323,85,3559
22,610512,614105,3593,85,3552
23,628005,633557,5552,85,3572
24,647800,653467,5667,85,3550
25,667467,671065,3598,85,3560
26,684888,691072,6184,85,3563
27,704891,708462,3571,85,3553
28,722219,742929,20710,85,3562
29,762864,766742,3878,85,3561
30,784184,790667,6483,85,3559
31,805187,809091,3904,85,3558
32,826955,833506,6551,85,3556
33,846452,848484,2032,8,794
