BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15657027,45468425,29811398,1223170,48879695
2,63405953,93475675,30069722,1223170,51101669
3,112109912,142252449,30142537,1223170,51101842
4,160120916,190260927,30140011,1223170,51101574
5,208094145,238299946,30205801,1223170,51101296
6,257118956,287090239,29971283,1223170,51103156
7,304354987,334366977,30011990,1223170,51068888
8,352620913,382664702,30043789,1223170,50866147
9,402671527,432573553,29902026,1223170,56922704
10,452053807,481983865,29930058,1223170,58207424
11,501824609,531665048,29840439,1223170,58206579
12,550256738,580186659,29929921,1223170,58206279
13,598669548,628574974,29905426,1223170,58205566
14,647273924,677209940,29936016,1223170,58061685
15,695361143,725290984,29929841,1223170,57701308
16,743359514,773201872,29842358,1223170,57700116
17,773241757,773244191,2434,3,643
