BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,101910,110871,8961,85,3200
2,147627,153932,6305,85,3374
3,188620,195132,6512,85,3390
4,216541,225434,8893,85,3391
5,249513,255950,6437,85,3391
6,276712,283203,6491,85,3389
7,303935,313043,9108,85,3387
8,334391,341735,7344,85,3392
9,359682,367668,7986,85,3392
10,384612,390857,6245,85,3389
11,407743,415911,8168,85,3397
12,433344,439430,6086,85,3445
13,460558,467416,6858,85,3555
14,491653,496213,4560,85,3563
15,516147,522363,6216,85,3560
16,537856,544639,6783,85,3563
17,566522,573415,6893,85,3565
18,593228,600207,6979,85,3555
19,617717,624491,6774,85,3561
20,640318,644586,4268,85,3557
21,658722,665057,6335,85,3559
22,679012,683362,4350,85,3552
23,697410,706275,8865,85,3572
24,720407,724518,4111,85,3550
25,738079,745209,7130,85,3560
26,759043,766717,7674,85,3563
27,782068,786249,4181,85,3553
28,800240,807545,7305,85,3562
29,821684,825778,4094,85,3561
30,839715,848608,8893,85,3559
31,861839,865947,4108,85,3558
32,880249,890492,10243,85,3556
33,903936,907409,3473,8,794
