BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,392509,423585,31076,170,6056
2,469744,499742,29998,170,6263
3,547443,767092,219649,170,6262
4,813310,1010941,197631,170,6261
5,1059963,1118025,58062,170,6263
6,1158910,1276755,117845,170,6324
7,1328118,1393511,65393,170,6600
8,1433373,1485431,52058,170,6605
9,1521130,1552128,30998,170,6602
10,1580197,1769806,189609,170,6600
11,1802775,1827833,25058,170,6593
12,1849867,1903262,53395,170,6604
13,1934982,1961509,26527,170,6605
14,1995625,2145715,150090,170,6597
15,2177289,2204039,26750,170,6602
16,2235672,2262478,26806,170,6596
17,2328142,2354087,25945,8,794
