BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,71465,77793,6328,85,3200
2,122317,127846,5529,85,3374
3,160620,166573,5953,85,3390
4,188493,196448,7955,85,3391
5,220534,226085,5551,85,3391
6,246973,253170,6197,85,3389
7,278830,284733,5903,85,3387
8,306267,313262,6995,85,3392
9,331259,336959,5700,85,3392
10,353923,359252,5329,85,3389
11,379114,384566,5452,85,3397
12,402092,407898,5806,85,3445
13,431064,436714,5650,85,3555
14,456600,461991,5391,85,3563
15,480698,491885,11187,85,3560
16,511327,516709,5382,85,3563
17,534587,540255,5668,85,3565
18,555138,560825,5687,85,3555
19,576365,582044,5679,85,3561
20,597563,602914,5351,85,3557
21,616961,622747,5786,85,3559
22,639234,644783,5549,85,3552
23,660379,680340,19961,85,3572
24,703365,709414,6049,85,3550
25,725603,729396,3793,85,3560
26,748675,755174,6499,85,3563
27,772427,776258,3831,85,3553
28,791343,797621,6278,85,3562
29,811910,815681,3771,85,3561
30,830169,836542,6373,85,3559
31,850700,854430,3730,85,3558
32,867703,871393,3690,85,3556
33,884443,887580,3137,8,794
