BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,99662,106605,6943,85,3200
2,147901,163793,15892,85,3374
3,196715,203200,6485,85,3390
4,224707,233715,9008,85,3391
5,257707,264833,7126,85,3391
6,286423,293244,6821,85,3389
7,313958,320829,6871,85,3387
8,342210,350439,8229,85,3392
9,370199,376626,6427,85,3392
10,394794,400984,6190,85,3389
11,419464,427990,8526,85,3397
12,445453,451125,5672,85,3445
13,471063,475528,4465,85,3555
14,500116,506338,6222,85,3563
15,522164,528716,6552,85,3560
16,544146,554183,10037,85,3563
17,571007,577959,6952,85,3565
18,593050,604382,11332,85,3555
19,619558,623747,4189,85,3561
20,641224,648145,6921,85,3557
21,662004,671348,9344,85,3559
22,685156,694002,8846,85,3552
23,708471,715362,6891,85,3572
24,729285,736498,7213,85,3550
25,750704,754795,4091,85,3560
26,768484,780586,12102,85,3563
27,796315,805188,8873,85,3553
28,824843,832097,7254,85,3562
29,851567,855863,4296,85,3561
30,872319,880231,7912,85,3559
31,894786,898949,4163,85,3558
32,913212,922859,9647,85,3556
33,936073,947796,11723,8,794
