BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2357643,5833108,3475465,157914,6059433
2,7890677,11241907,3351230,157914,6281758
3,13004158,16328722,3324564,157914,6281949
4,17965275,21279475,3314200,157914,6281815
5,23060687,26591432,3530745,157914,6282369
6,28141985,31611478,3469493,157914,6282285
7,33492759,36927738,3434979,157914,6492828
8,38816867,42279202,3462335,157914,6597889
9,44411690,47893003,3481313,157914,6597683
10,50259122,53734995,3475873,157914,6597963
11,55833996,59290847,3456851,157914,6597618
12,60821319,64282826,3461507,157914,6597655
13,66365196,69777498,3412302,157914,6597841
14,71896602,75340759,3444157,157914,6597860
15,77426511,80889989,3463478,157914,6597791
16,83122476,86557236,3434760,157914,6598306
17,86569475,86571533,2058,5,711
