BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,96193,105932,9739,170,6056
2,151742,160885,9143,170,6263
3,197905,207128,9223,170,6262
4,236963,249779,12816,170,6261
5,278708,287356,8648,170,6263
6,312506,321509,9003,170,6324
7,351352,359422,8070,170,6600
8,387322,396284,8962,170,6605
9,417319,426675,9356,170,6602
10,447764,455264,7500,170,6600
11,473779,481013,7234,170,6593
12,499718,509082,9364,170,6604
13,527297,534007,6710,170,6605
14,552221,560825,8604,170,6597
15,585908,593644,7736,170,6602
16,614763,622522,7759,170,6596
17,635362,637461,2099,8,794
