BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,119521,129508,9987,170,6056
2,175446,184488,9042,170,6263
3,225129,234505,9376,170,6262
4,267382,279890,12508,170,6261
5,310329,320593,10264,170,6263
6,346158,355406,9248,170,6324
7,385892,394187,8295,170,6600
8,420255,429840,9585,170,6605
9,450708,460219,9511,170,6602
10,481338,496405,15067,170,6600
11,517754,545837,28083,170,6593
12,576887,584451,7564,170,6604
13,609417,617767,8350,170,6605
14,641573,649837,8264,170,6597
15,672530,680432,7902,170,6602
16,699438,707244,7806,170,6596
17,720572,722566,1994,8,794
