BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,132235,142334,10099,85,3200
2,211513,217307,5794,85,3374
3,268461,278183,9722,85,3390
4,321627,334642,13015,85,3391
5,379090,387430,8340,85,3391
6,432280,440853,8573,85,3389
7,479829,492534,12705,85,3387
8,538470,552338,13868,85,3392
9,588366,595097,6731,85,3392
10,633030,641651,8621,85,3389
11,672231,684598,12367,85,3397
12,729008,738587,9579,85,3445
13,778599,786632,8033,85,3555
14,830010,834418,4408,85,3563
15,871504,879846,8342,85,3560
16,911698,919159,7461,85,3563
17,951974,961599,9625,85,3565
18,1002062,1011740,9678,85,3555
19,1042767,1046273,3506,85,3561
20,1085454,1092231,6777,85,3557
21,1128166,1136176,8010,85,3559
22,1172676,1177573,4897,85,3552
23,1215169,1224720,9551,85,3572
24,1261293,1271406,10113,85,3550
25,1303403,1308395,4992,85,3560
26,1340239,1350762,10523,85,3563
27,1389097,1394177,5080,85,3553
28,1428691,1438977,10286,85,3562
29,1474204,1491355,17151,85,3561
30,1525396,1534339,8943,85,3559
31,1569877,1574867,4990,85,3558
32,1606674,1615957,9283,85,3556
33,1643231,1645311,2080,8,794
