BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2116212,4016933,1900721,78957,2960759
2,5995773,7678715,1682942,78957,3099192
3,9380159,10977159,1597000,78957,3141173
4,12852233,14509078,1656845,78957,3141103
5,16478762,18093136,1614374,78957,3141296
6,20050354,21582081,1531727,78957,3141171
7,23288206,24830247,1542041,78957,3141239
8,26687921,28184097,1496176,78957,3141094
9,29913165,31507265,1594100,78957,3141376
10,33187923,34773221,1585298,78957,3141511
11,36449853,38137965,1688112,78957,3141402
12,39892075,41459681,1567606,78957,3141401
13,43375360,44906146,1530786,78957,3194087
14,46772511,48458109,1685598,78957,3299259
15,50361209,51950467,1589258,78957,3299299
16,53732148,55474939,1742791,78957,3299108
17,57292715,58965278,1672563,78957,3299123
18,60804086,62438111,1634025,78957,3299078
19,64390324,66160360,1770036,78957,3299388
20,68006969,69622934,1615965,78957,3299093
21,71406447,72987157,1580710,78957,3298909
22,74751189,76368623,1617434,78957,3299227
23,78189060,79759126,1570066,78957,3299183
24,81552886,83141156,1588270,78957,3298990
25,84935845,86580908,1645063,78957,3299094
26,88383008,89991071,1608063,78957,3299265
27,91782981,93364494,1581513,78957,3299148
28,95170965,96746306,1575341,78957,3299230
29,98554077,100190897,1636820,78957,3299219
30,101975910,103719007,1743097,78957,3299090
31,105704979,107312742,1607763,78957,3299343
32,109213474,110843864,1630390,78957,3299481
33,110873790,110875426,1636,5,711
