BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6526686,21727397,15200711,611585,24105036
2,29108297,43720536,14612239,611585,24775177
3,52097209,67023945,14926736,611585,25550958
4,75949966,91075007,15125041,611585,25551229
5,99833652,114781976,14948324,611585,25551465
6,123177763,137987783,14810020,611585,25550895
7,146485430,161367413,14881983,611585,25551498
8,169680941,184682963,15002022,611585,25550594
9,193548853,208400708,14851855,611585,25550757
10,216735962,231912499,15176537,611585,25551057
11,240953899,255788190,14834291,611585,25551883
12,264435397,279295398,14860001,611585,25551791
13,287769798,302454941,14685143,611585,25551023
14,310799954,325660631,14860677,611585,25518383
15,334353473,349211973,14858500,611585,25433023
16,357642984,372560807,14917823,611585,25433642
17,382496449,397492414,14995965,611585,27819945
18,407214966,421976415,14761449,611585,29103277
19,431391590,446265254,14873664,611585,29103356
20,455756715,470778625,15021910,611585,29104586
21,480617371,495401962,14784591,611585,29103057
22,504819595,519718124,14898529,611585,29104040
23,529306043,544244573,14938530,611585,29103410
24,554056869,569024421,14967552,611585,29103387
25,578475554,593431201,14955647,611585,29103318
26,602747092,617565402,14818310,611585,29102766
27,627076171,641785876,14709705,611585,29102933
28,651289488,666055842,14766354,611585,28959270
29,674776539,689557603,14781064,611585,28851427
30,698336628,713136577,14799949,611585,28850399
31,722024041,736948061,14924020,611585,28850080
32,745964758,760747918,14783160,611585,28850554
33,760780340,760796730,16390,3,643
