BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,3165216,6620584,3455368,157914,6059433
2,10326061,13561861,3235800,157914,6281758
3,17194186,20223070,3028884,157914,6281949
4,23548092,26542630,2994538,157914,6281815
5,30220813,33230202,3009389,157914,6282369
6,36761324,39750295,2988971,157914,6282285
7,41638696,44701811,3063115,157914,6492828
8,46611968,49769878,3157910,157914,6597889
9,53305277,56564011,3258734,157914,6597683
10,58488931,61723018,3234087,157914,6597963
11,63280972,66412113,3131141,157914,6597618
12,68071068,71322382,3251314,157914,6597655
13,72942417,76280397,3337980,157914,6597841
14,77868998,81061263,3192265,157914,6597860
15,82720413,86119754,3399341,157914,6597791
16,87964206,91122286,3158080,157914,6598306
17,91154831,91157213,2382,5,711
