BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,3130117,6621589,3491472,157914,6059433
2,10373482,13604979,3231497,157914,6281758
3,17543120,20590408,3047288,157914,6281949
4,23948979,26957081,3008102,157914,6281815
5,30557668,33566370,3008702,157914,6282369
6,37048906,40120145,3071239,157914,6282285
7,43854081,47045520,3191439,157914,6492828
8,50681150,53922526,3241376,157914,6597889
9,57384930,60502681,3117751,157914,6597683
10,64202265,67340044,3137779,157914,6597963
11,70844992,73996155,3151163,157914,6597618
12,77458024,80658406,3200382,157914,6597655
13,84056173,87266542,3210369,157914,6597841
14,90717056,93945307,3228251,157914,6597860
15,97340446,100509302,3168856,157914,6597791
16,104192958,107358858,3165900,157914,6598306
17,107389334,107391863,2529,5,711
