BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,18400389,43694157,25293768,1223170,48879695
2,74538408,100359641,25821233,1223170,51101669
3,136840037,162309466,25469429,1223170,51101842
4,198841194,224445121,25603927,1223170,51101574
5,260662486,285900230,25237744,1223170,51101296
6,325902600,351517844,25615244,1223170,51103156
7,389297684,414791829,25494145,1223170,51068888
8,453468818,479223149,25754331,1223170,50866147
9,520616002,545116759,24500757,1223170,56922704
10,587425305,611962420,24537115,1223170,58207424
11,654322367,678989926,24667559,1223170,58206579
12,719671721,744226100,24554379,1223170,58206279
13,785412976,809998113,24585137,1223170,58205566
14,851314943,875992228,24677285,1223170,58061685
15,913899720,938619221,24719501,1223170,57701308
16,976428360,1000977696,24549336,1223170,57700116
17,1001025529,1001029233,3704,3,643
