BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,362297,390263,27966,85,3200
2,443141,473662,30521,85,3374
3,514811,540182,25371,85,3390
4,565570,599552,33982,85,3391
5,629096,849053,219957,85,3391
6,875317,924353,49036,85,3389
7,953410,982570,29160,85,3387
8,1015185,1124866,109681,85,3392
9,1158901,1208444,49543,85,3392
10,1238998,1266840,27842,85,3389
11,1294054,1325151,31097,85,3397
12,1357025,1459064,102039,85,3445
13,1497624,1550947,53323,85,3555
14,1587294,1617537,30243,85,3563
15,1646433,1767977,121544,85,3560
16,1796824,1851460,54636,85,3563
17,1881853,1909774,27921,85,3565
18,1935296,1960101,24805,85,3555
19,1987371,2018336,30965,85,3561
20,2044577,2169068,124491,85,3557
21,2192440,2219028,26588,85,3559
22,2240346,2269038,28692,85,3552
23,2292056,2320574,28518,85,3572
24,2346245,2437403,91158,85,3550
25,2460924,2495800,34876,85,3560
26,2518478,2554228,35750,85,3563
27,2579050,2646076,67026,85,3553
28,2671310,2888457,217147,85,3562
29,2912186,3055591,143405,85,3561
30,3081621,3113882,32261,85,3559
31,3139291,3172265,32974,85,3558
32,3197348,3230639,33291,85,3556
33,3313779,3347551,33772,8,794
