BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2205556,6315185,4109629,157914,6059433
2,8376080,12241194,3865114,157914,6281758
3,14105405,17788755,3683350,157914,6281949
4,19562589,23304681,3742092,157914,6281815
5,25200540,28876686,3676146,157914,6282369
6,30627249,34308070,3680821,157914,6282285
7,36228044,40046152,3818108,157914,6492828
8,42060564,45948552,3887988,157914,6597889
9,47799466,51791195,3991729,157914,6597683
10,53727713,57600466,3872753,157914,6597963
11,59408484,63286357,3877873,157914,6597618
12,65140085,68945235,3805150,157914,6597655
13,70780513,74725489,3944976,157914,6597841
14,76519332,80332276,3812944,157914,6597860
15,82111373,85996304,3884931,157914,6597791
16,87929904,91795768,3865864,157914,6598306
17,91840032,91842320,2288,5,711
