BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,89919,97232,7313,85,3200
2,139354,145800,6446,85,3374
3,182499,189297,6798,85,3390
4,210767,219808,9041,85,3391
5,244127,250462,6335,85,3391
6,277424,284309,6885,85,3389
7,309573,317030,7457,85,3387
8,340248,347631,7383,85,3392
9,366882,373240,6358,85,3392
10,390441,396538,6097,85,3389
11,413841,421261,7420,85,3397
12,441812,448995,7183,85,3445
13,470568,477005,6437,85,3555
14,497178,503893,6715,85,3563
15,519817,524655,4838,85,3560
16,540262,547184,6922,85,3563
17,565318,572239,6921,85,3565
18,587345,594073,6728,85,3555
19,609471,618580,9109,85,3561
20,633885,649463,15578,85,3557
21,667161,674334,7173,85,3559
22,688071,695374,7303,85,3552
23,709317,713612,4295,85,3572
24,727767,736319,8552,85,3550
25,750305,754750,4445,85,3560
26,768940,776347,7407,85,3563
27,790745,795164,4419,85,3553
28,809237,816870,7633,85,3562
29,831315,835676,4361,85,3561
30,849980,857261,7281,85,3559
31,870792,875133,4341,85,3558
32,891699,899553,7854,85,3556
33,913123,915324,2201,8,794
