BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,110789,120918,10129,170,6056
2,165139,174298,9159,170,6263
3,213690,223084,9394,170,6262
4,252621,265290,12669,170,6261
5,297755,308091,10336,170,6263
6,333438,342814,9376,170,6324
7,375415,384999,9584,170,6600
8,410009,419382,9373,170,6605
9,440362,449822,9460,170,6602
10,470857,478283,7426,170,6600
11,496930,504357,7427,170,6593
12,523039,530490,7451,170,6604
13,549182,556918,7736,170,6605
14,575594,583849,8255,170,6597
15,605995,613659,7664,170,6602
16,630980,638828,7848,170,6596
17,652163,654190,2027,8,794
