BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1403818,3594693,2190875,78957,2960759
2,4596693,6563559,1966866,78957,3099192
3,7550839,9435833,1884994,78957,3141173
4,10473713,12391307,1917594,78957,3141103
5,13347248,15248140,1900892,78957,3141296
6,16162494,17999617,1837123,78957,3141171
7,18850045,20679218,1829173,78957,3141239
8,21613384,23509701,1896317,78957,3141094
9,24356264,26277179,1920915,78957,3141376
10,27125071,29016282,1891211,78957,3141511
11,29865631,31672594,1806963,78957,3141402
12,32568020,34476319,1908299,78957,3141401
13,35467873,37385865,1917992,78957,3194087
14,38364752,40316347,1951595,78957,3299259
15,41278404,43275271,1996867,78957,3299299
16,44180282,46221576,2041294,78957,3299108
17,47139057,49087451,1948394,78957,3299123
18,49999391,51960196,1960805,78957,3299078
19,52991214,54907200,1915986,78957,3299388
20,55847960,57800343,1952383,78957,3299093
21,58713818,60653973,1940155,78957,3298909
22,61568908,63459070,1890162,78957,3299227
23,64366404,66292467,1926063,78957,3299183
24,67194616,69110713,1916097,78957,3298990
25,70020652,71958635,1937983,78957,3299094
26,72919977,74845936,1925959,78957,3299265
27,75785487,77733054,1947567,78957,3299148
28,78643456,80514160,1870704,78957,3299230
29,81423883,83338284,1914401,78957,3299219
30,84252746,86208898,1956152,78957,3299090
31,87175360,89140183,1964823,78957,3299343
32,90112553,92030754,1918201,78957,3299481
33,92054631,92056607,1976,5,711
