BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1632924,3493799,1860875,78957,2960759
2,4495426,6150797,1655371,78957,3099192
3,7229009,9068076,1839067,78957,3141173
4,9947349,11647402,1700053,78957,3141103
5,12582293,14289163,1706870,78957,3141296
6,15107270,17003483,1896213,78957,3141171
7,17873496,19774853,1901357,78957,3141239
8,20585980,22249408,1663428,78957,3141094
9,23036659,24722892,1686233,78957,3141376
10,25506292,27171403,1665111,78957,3141511
11,27939781,29602494,1662713,78957,3141402
12,30378223,32023823,1645600,78957,3141401
13,32948539,34634692,1686153,78957,3194087
14,35571339,37289547,1718208,78957,3299259
15,38194564,39890680,1696116,78957,3299299
16,40720450,42429361,1708911,78957,3299108
17,43291850,45000151,1708301,78957,3299123
18,45833520,47527565,1694045,78957,3299078
19,48462071,50163287,1701216,78957,3299388
20,51012602,52733571,1720969,78957,3299093
21,53592834,55301119,1708285,78957,3298909
22,56147070,57862362,1715292,78957,3299227
23,58713692,60395950,1682258,78957,3299183
24,61255543,62951584,1696041,78957,3298990
25,63810892,65527129,1716237,78957,3299094
26,66374939,68078687,1703748,78957,3299265
27,68924545,70637859,1713314,78957,3299148
28,71495949,73195517,1699568,78957,3299230
29,74035919,75756137,1720218,78957,3299219
30,76590198,78297722,1707524,78957,3299090
31,79206441,80912211,1705770,78957,3299343
32,81829254,83541616,1712362,78957,3299481
33,83553157,83555155,1998,5,711
