BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,3247845,6824078,3576233,157914,6059433
2,10484364,13705666,3221302,157914,6281758
3,17838326,21191194,3352868,157914,6281949
4,24522700,27753194,3230494,157914,6281815
5,31229160,34307068,3077908,157914,6282369
6,37841861,40906631,3064770,157914,6282285
7,44570724,47698924,3128200,157914,6492828
8,51344802,54493474,3148672,157914,6597889
9,57901432,61132711,3231279,157914,6597683
10,64796116,67984505,3188389,157914,6597963
11,71368967,74522468,3153501,157914,6597618
12,77984681,81403931,3419250,157914,6597655
13,84794651,87906672,3112021,157914,6597841
14,91293536,94504023,3210487,157914,6597860
15,97842498,101079165,3236667,157914,6597791
16,104746555,108066067,3319512,157914,6598306
17,108098555,108100954,2399,5,711
