BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2474218,12058827,9584609,157914,6059433
2,14133784,18413706,4279922,157914,6281758
3,20425040,24342011,3916971,157914,6281949
4,26172934,30172275,3999341,157914,6281815
5,32094757,36367690,4272933,157914,6282369
6,38236667,41775963,3539296,157914,6282285
7,44304534,48173786,3869252,157914,6492828
8,50280070,54457955,4177885,157914,6597889
9,56261908,60254402,3992494,157914,6597683
10,62206511,66912154,4705643,157914,6597963
11,68669007,72503305,3834298,157914,6597618
12,74312500,78561782,4249282,157914,6597655
13,80397980,84389104,3991124,157914,6597841
14,86216977,90689621,4472644,157914,6597860
15,92460847,96919410,4458563,157914,6597791
16,98823644,103090405,4266761,157914,6598306
17,103161244,103182571,21327,5,711
