BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2462612,10073076,7610464,157914,6059433
2,12141046,16779427,4638381,157914,6281758
3,18816623,23061931,4245308,157914,6281949
4,24915933,29094075,4178142,157914,6281815
5,30936168,35400068,4463900,157914,6282369
6,37268183,41310669,4042486,157914,6282285
7,43849979,47511936,3661957,157914,6492828
8,49533198,53394952,3861754,157914,6597889
9,55175188,59502477,4327289,157914,6597683
10,61471550,65811920,4340370,157914,6597963
11,67579301,71671071,4091770,157914,6597618
12,73518119,77402045,3883926,157914,6597655
13,79249432,83347084,4097652,157914,6597841
14,85190423,89289279,4098856,157914,6597860
15,91086971,95711066,4624095,157914,6597791
16,97630553,101781185,4150632,157914,6598306
17,101873517,101904546,31029,5,711
