BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,3308122,6714414,3406292,157914,6059433
2,10426695,13574961,3148266,157914,6281758
3,17269945,20273507,3003562,157914,6281949
4,23618781,26652479,3033698,157914,6281815
5,30250057,33348292,3098235,157914,6282369
6,37087980,40370021,3282041,157914,6282285
7,42411043,45477514,3066471,157914,6492828
8,47461948,50751087,3289139,157914,6597889
9,54291040,57604750,3313710,157914,6597683
10,59574702,62951489,3376787,157914,6597963
11,64567346,67688804,3121458,157914,6597618
12,69388238,72520465,3132227,157914,6597655
13,74175754,77402352,3226598,157914,6597841
14,79035007,82191931,3156924,157914,6597860
15,83796892,86939796,3142904,157914,6597791
16,88882088,91970251,3088163,157914,6598306
17,92001302,92003303,2001,5,711
