BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,117414,131166,13752,170,6056
2,176289,186793,10504,170,6263
3,228077,238919,10842,170,6262
4,273812,289221,15409,170,6261
5,320230,330528,10298,170,6263
6,360292,371678,11386,170,6324
7,404649,415652,11003,170,6600
8,441623,453202,11579,170,6605
9,475948,485142,9194,170,6602
10,507003,518741,11738,170,6600
11,538674,547722,9048,170,6593
12,567480,579787,12307,170,6604
13,599282,608587,9305,170,6605
14,627960,638178,10218,170,6597
15,663139,672756,9617,170,6602
16,691574,701201,9627,170,6596
17,714814,718009,3195,8,794
