BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1408749,4072754,2664005,78957,2960759
2,5079407,7482034,2402627,78957,3099192
3,8483001,10851261,2368260,78957,3141173
4,11917936,14287907,2369971,78957,3141103
5,15216219,17530549,2314330,78957,3141296
6,18458419,20772319,2313900,78957,3141171
7,21632772,23964323,2331551,78957,3141239
8,24906340,27204757,2298417,78957,3141094
9,28061545,30311750,2250205,78957,3141376
10,31168493,33520130,2351637,78957,3141511
11,34371886,36693150,2321264,78957,3141402
12,37543135,39832999,2289864,78957,3141401
13,40825433,43147507,2322074,78957,3194087
14,44149651,46581785,2432134,78957,3299259
15,47545817,49954277,2408460,78957,3299299
16,50876705,53285641,2408936,78957,3299108
17,54224180,56601585,2377405,78957,3299123
18,57529867,59940069,2410202,78957,3299078
19,60928046,63320635,2392589,78957,3299388
20,64246562,66663750,2417188,78957,3299093
21,67584163,69979528,2395365,78957,3298909
22,70911643,73298797,2387154,78957,3299227
23,74252193,76631144,2378951,78957,3299183
24,77547086,79928308,2381222,78957,3298990
25,80856679,83251116,2394437,78957,3299094
26,84179307,86564428,2385121,78957,3299265
27,87477092,89868900,2391808,78957,3299148
28,90796179,93249862,2453683,78957,3299230
29,94181415,96533785,2352370,78957,3299219
30,97447158,99805842,2358684,78957,3299090
31,100792767,103217273,2424506,78957,3299343
32,104211275,106565946,2354671,78957,3299481
33,106589780,106592259,2479,5,711
