BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16425423,42272362,25846939,1223170,48879695
2,62271842,88924853,26653011,1223170,51101669
3,107407914,134032736,26624822,1223170,51101842
4,151689084,178287087,26598003,1223170,51101574
5,195906782,222437132,26530350,1223170,51101296
6,241275643,268012878,26737235,1223170,51103156
7,285544990,312468977,26923987,1223170,51068888
8,330325087,356963194,26638107,1223170,50866147
9,376895507,402827282,25931775,1223170,56922704
10,422551156,448583528,26032372,1223170,58207424
11,468845822,494852523,26006701,1223170,58206579
12,513627649,539738555,26110906,1223170,58206279
13,558808609,584722955,25914346,1223170,58205566
14,603448060,629559102,26111042,1223170,58061685
15,647149228,673183215,26033987,1223170,57701308
16,690822207,716720636,25898429,1223170,57700116
17,716742058,716744470,2412,3,643
