BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6587390,21595526,15008136,611585,24105036
2,29126363,43997505,14871142,611585,24775177
3,52496049,67679033,15182984,611585,25550958
4,76650399,91834435,15184036,611585,25551229
5,100773036,115860056,15087020,611585,25551465
6,124389477,139615582,15226105,611585,25550895
7,148207496,163431983,15224487,611585,25551498
8,171850747,187015866,15165119,611585,25550594
9,195978381,211107143,15128762,611585,25550757
10,219520197,234612479,15092282,611585,25551057
11,243953489,259078411,15124922,611585,25551883
12,267723861,282803671,15079810,611585,25551791
13,291106213,306163596,15057383,611585,25551023
14,315133949,330322300,15188351,611585,25518383
15,339087393,354169800,15082407,611585,25433023
16,362577976,377792150,15214174,611585,25433642
17,388124051,402970246,14846195,611585,27819945
18,412798930,427765248,14966318,611585,29103277
19,437177692,452261521,15083829,611585,29103356
20,461981222,477034763,15053541,611585,29104586
21,487062629,502141848,15079219,611585,29103057
22,511680299,526711931,15031632,611585,29104040
23,536615054,551664600,15049546,611585,29103410
24,561431896,576484189,15052293,611585,29103387
25,586285079,601252241,14967162,611585,29103318
26,610944062,625960941,15016879,611585,29102766
27,636043308,650987725,14944417,611585,29102933
28,660492315,675455003,14962688,611585,28959270
29,684173520,699172942,14999422,611585,28851427
30,708006268,722994876,14988608,611585,28850399
31,732023081,747059188,15036107,611585,28850080
32,756059836,770999775,14939939,611585,28850554
33,771026991,771029422,2431,3,643
