BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,95763,105452,9689,170,6056
2,151752,160532,8780,170,6263
3,196688,205890,9202,170,6262
4,235617,248177,12560,170,6261
5,280319,288988,8669,170,6263
6,313985,322196,8211,170,6324
7,356618,365762,9144,170,6600
8,392288,401672,9384,170,6605
9,422815,432187,9372,170,6602
10,453180,488181,35001,170,6600
11,511279,518905,7626,170,6593
12,546424,584112,37688,170,6604
13,608781,616411,7630,170,6605
14,650001,657743,7742,170,6597
15,688754,696796,8042,170,6602
16,722406,730538,8132,170,6596
17,746127,761220,15093,8,794
