BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,71501,77876,6375,85,3200
2,118100,123769,5669,85,3374
3,158494,164541,6047,85,3390
4,185939,194179,8240,85,3391
5,220118,225708,5590,85,3391
6,246673,252336,5663,85,3389
7,278574,284938,6364,85,3387
8,306665,312751,6086,85,3392
9,331498,337983,6485,85,3392
10,355255,360714,5459,85,3389
11,378568,383998,5430,85,3397
12,401574,407365,5791,85,3445
13,427465,432774,5309,85,3555
14,452797,460555,7758,85,3563
15,478258,483844,5586,85,3560
16,500470,506059,5589,85,3563
17,524576,528710,4134,85,3565
18,543839,549550,5711,85,3555
19,565456,571141,5685,85,3561
20,586271,590243,3972,85,3557
21,604499,609900,5401,85,3559
22,623939,629759,5820,85,3552
23,643737,647138,3401,85,3572
24,661327,667173,5846,85,3550
25,681411,685094,3683,85,3560
26,699186,705387,6201,85,3563
27,719436,723208,3772,85,3553
28,737760,744419,6659,85,3562
29,759115,762813,3698,85,3561
30,781502,788642,7140,85,3559
31,802977,806699,3722,85,3558
32,820300,826525,6225,85,3556
33,839936,841882,1946,8,794
