BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,137409,148590,11181,170,6056
2,194622,205009,10387,170,6263
3,242175,253156,10981,170,6262
4,282832,297187,14355,170,6261
5,326013,336363,10350,170,6263
6,360826,373532,12706,170,6324
7,403305,413753,10448,170,6600
8,439241,448678,9437,170,6605
9,469655,481183,11528,170,6602
10,505017,514063,9046,170,6600
11,533232,542591,9359,170,6593
12,560785,570082,9297,170,6604
13,591847,604107,12260,170,6605
14,622722,632473,9751,170,6597
15,652309,661854,9545,170,6602
16,680013,685935,5922,170,6596
17,702072,707874,5802,8,794
