BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,108936,119628,10692,170,6056
2,172654,180413,7759,170,6263
3,222570,230063,7493,170,6262
4,260391,271377,10986,170,6261
5,304425,312139,7714,170,6263
6,339476,346194,6718,170,6324
7,369007,375866,6859,170,6600
8,401529,407712,6183,170,6605
9,428021,433735,5714,170,6602
10,453917,460036,6119,170,6600
11,478115,483161,5046,170,6593
12,500841,506153,5312,170,6604
13,524277,529472,5195,170,6605
14,550310,556583,6273,170,6597
15,574398,579182,4784,170,6602
16,597794,604170,6376,170,6596
17,615175,616826,1651,8,794
