BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1434636,3724448,2289812,78957,2960759
2,4799977,6769433,1969456,78957,3099192
3,7760001,9672605,1912604,78957,3141173
4,10738939,12621346,1882407,78957,3141103
5,13546241,15424463,1878222,78957,3141296
6,16394565,18275012,1880447,78957,3141171
7,19148829,21019710,1870881,78957,3141239
8,21954218,23821550,1867332,78957,3141094
9,24665061,26527562,1862501,78957,3141376
10,27374670,29243425,1868755,78957,3141511
11,30092673,31947771,1855098,78957,3141402
12,32805990,34744988,1938998,78957,3141401
13,35780602,37665003,1884401,78957,3194087
14,38692347,40615614,1923267,78957,3299259
15,41602551,43530365,1927814,78957,3299299
16,44442180,46403772,1961592,78957,3299108
17,47330875,49250057,1919182,78957,3299123
18,50172338,52076222,1903884,78957,3299078
19,53072173,54987040,1914867,78957,3299388
20,55950931,57880724,1929793,78957,3299093
21,58822312,60684591,1862279,78957,3298909
22,61634210,63540036,1905826,78957,3299227
23,64479425,66437035,1957610,78957,3299183
24,67373240,69291901,1918661,78957,3298990
25,70203203,72142948,1939745,78957,3299094
26,73050311,74972659,1922348,78957,3299265
27,75935078,77863244,1928166,78957,3299148
28,78815606,80734392,1918786,78957,3299230
29,81662851,83628237,1965386,78957,3299219
30,84554886,86506470,1951584,78957,3299090
31,87512191,89484433,1972242,78957,3299343
32,90490090,92448442,1958352,78957,3299481
33,92480645,92484033,3388,5,711
