BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1395392,3552781,2157389,78957,2960759
2,4589790,6569191,1979401,78957,3099192
3,7577131,9453037,1875906,78957,3141173
4,10529546,12366735,1837189,78957,3141103
5,13334890,15186202,1851312,78957,3141296
6,16158657,18025658,1867001,78957,3141171
7,18892126,20691216,1799090,78957,3141239
8,21667075,23521055,1853980,78957,3141094
9,24370192,26250064,1879872,78957,3141376
10,27098407,28968993,1870586,78957,3141511
11,29894655,31768945,1874290,78957,3141402
12,32675486,34520042,1844556,78957,3141401
13,35546169,37395377,1849208,78957,3194087
14,38404450,40325879,1921429,78957,3299259
15,41310009,43224332,1914323,78957,3299299
16,44136754,46070312,1933558,78957,3299108
17,46999417,48887490,1888073,78957,3299123
18,49853692,51806029,1952337,78957,3299078
19,52804204,54699274,1895070,78957,3299388
20,55613487,57580969,1967482,78957,3299093
21,58496741,60357002,1860261,78957,3298909
22,61290077,63241748,1951671,78957,3299227
23,64178666,66121902,1943236,78957,3299183
24,67040519,68989493,1948974,78957,3298990
25,69953489,71954533,2001044,78957,3299094
26,72902610,74815099,1912489,78957,3299265
27,75740705,77630652,1889947,78957,3299148
28,78545506,80494500,1948994,78957,3299230
29,81405523,83307664,1902141,78957,3299219
30,84219939,86148598,1928659,78957,3299090
31,87132429,89053749,1921320,78957,3299343
32,90041238,91974395,1933157,78957,3299481
33,92003815,92009050,5235,5,711
