BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1820042,7253159,5433117,78957,2960759
2,8277007,10847329,2570322,78957,3099192
3,11862975,14133735,2270760,78957,3141173
4,15220510,17035637,1815127,78957,3141103
5,17979682,19850674,1870992,78957,3141296
6,20823005,22743961,1920956,78957,3141171
7,23590667,25876510,2285843,78957,3141239
8,26817937,28501236,1683299,78957,3141094
9,29315751,31257060,1941309,78957,3141376
10,32107012,33916483,1809471,78957,3141511
11,34761939,36607512,1845573,78957,3141402
12,37423242,39734929,2311687,78957,3141401
13,40751363,42664076,1912713,78957,3194087
14,43686313,45617242,1930929,78957,3299259
15,46612521,48621263,2008742,78957,3299299
16,49546410,51627710,2081300,78957,3299108
17,52566371,54366902,1800531,78957,3299123
18,55286947,56978692,1691745,78957,3299078
19,57977373,59788613,1811240,78957,3299388
20,60762591,62785070,2022479,78957,3299093
21,63728561,65476583,1748022,78957,3298909
22,66392566,68495847,2103281,78957,3299227
23,69441771,71543328,2101557,78957,3299183
24,72463409,74261587,1798178,78957,3298990
25,75177213,76905625,1728412,78957,3299094
26,77814417,79549127,1734710,78957,3299265
27,80492177,82551243,2059066,78957,3299148
28,83484828,85260826,1775998,78957,3299230
29,86178458,87987947,1809489,78957,3299219
30,88921251,90758572,1837321,78957,3299090
31,91745166,93494193,1749027,78957,3299343
32,94470861,96387893,1917032,78957,3299481
33,96576781,96692867,116086,5,711
