BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,7146063,27182618,20036555,611585,24105036
2,34616192,50176450,15560258,611585,24775177
3,58513017,75175381,16662364,611585,25550958
4,84123888,100324745,16200857,611585,25551229
5,109171882,125676767,16504885,611585,25551465
6,134058349,150420323,16361974,611585,25550895
7,158820140,174999868,16179728,611585,25551498
8,183286465,200338529,17052064,611585,25550594
9,209143317,225541175,16397858,611585,25550757
10,233839617,251960368,18120751,611585,25551057
11,261070674,278577463,17506789,611585,25551883
12,287072902,305245952,18173050,611585,25551791
13,313623898,330700353,17076455,611585,25551023
14,339100286,355837790,16737504,611585,25518383
15,364176893,381134332,16957439,611585,25433023
16,389384383,406306677,16922294,611585,25433642
17,416212232,432965246,16753014,611585,27819945
18,443249794,459215375,15965581,611585,29103277
19,468484242,484233181,15748939,611585,29103356
20,493853323,510098125,16244802,611585,29104586
21,519576755,535382791,15806036,611585,29103057
22,544833598,561519447,16685849,611585,29104040
23,571013062,587314166,16301104,611585,29103410
24,596898322,614316067,17417745,611585,29103387
25,623653096,640774142,17121046,611585,29103318
26,650072540,666301789,16229249,611585,29102766
27,676249810,692740145,16490335,611585,29102933
28,702126379,718174095,16047716,611585,28959270
29,726832441,745068186,18235745,611585,28851427
30,753748395,770253008,16504613,611585,28850399
31,779150108,795037241,15887133,611585,28850080
32,803685657,820132689,16447032,611585,28850554
33,820280142,820358847,78705,3,643
