BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15506763,45405040,29898277,1223170,48879695
2,63253766,93419417,30165651,1223170,51101669
3,111691235,141801863,30110628,1223170,51101842
4,159012028,188885054,29873026,1223170,51101574
5,206823284,236953611,30130327,1223170,51101296
6,255056133,285008059,29951926,1223170,51103156
7,302514385,332570351,30055966,1223170,51068888
8,349948654,380224012,30275358,1223170,50866147
9,401430313,431502276,30071963,1223170,56922704
10,451550637,481561340,30010703,1223170,58207424
11,501437185,531241674,29804489,1223170,58206579
12,550083923,580170998,30087075,1223170,58206279
13,599172672,629761216,30588544,1223170,58205566
14,648555594,678604470,30048876,1223170,58061685
15,696974405,727615817,30641412,1223170,57701308
16,745545064,775535093,29990029,1223170,57700116
17,775569449,775571792,2343,3,643
