BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,357386,433517,76131,85,3200
2,494541,525030,30489,85,3374
3,561087,599903,38816,85,3390
4,633224,676832,43608,85,3391
5,719573,758603,39030,85,3391
6,793220,1075777,282557,85,3389
7,1107235,1142377,35142,85,3387
8,1178141,1284559,106418,85,3392
9,1313329,1376450,63121,85,3392
10,1408331,1434754,26423,85,3389
11,1461533,1484865,23332,85,3397
12,1511747,1635433,123686,85,3445
13,1668459,1727141,58682,85,3555
14,1761204,1785516,24312,85,3563
15,1809001,1910987,101986,85,3560
16,1938811,1994448,55637,85,3563
17,2024006,2052793,28787,85,3565
18,2080510,2111236,30726,85,3555
19,2136237,2161215,24978,85,3561
20,2184986,2311920,126934,85,3557
21,2336656,2361831,25175,85,3559
22,2383467,2411925,28458,85,3552
23,2432390,2461956,29566,85,3572
24,2483786,2537205,53419,85,3550
25,2560242,2587290,27048,85,3560
26,2613036,2637466,24430,85,3563
27,2660582,2712612,52030,85,3553
28,2736584,2838061,101477,85,3562
29,2861516,2921593,60077,85,3561
30,2945868,2979914,34046,85,3559
31,3002404,3029988,27584,85,3558
32,3053940,3080092,26152,85,3556
33,3144926,3171924,26998,8,794
