BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1425674,4155787,2730113,78957,2960759
2,5170917,7626268,2455351,78957,3099192
3,8682864,11065112,2382248,78957,3141173
4,12128325,14440352,2312027,78957,3141103
5,15364006,17673085,2309079,78957,3141296
6,18595523,20904608,2309085,78957,3141171
7,21759158,24068356,2309198,78957,3141239
8,25004911,27313420,2308509,78957,3141094
9,28162346,30464915,2302569,78957,3141376
10,31323223,33619926,2296703,78957,3141511
11,34471031,36736602,2265571,78957,3141402
12,37552008,39926124,2374116,78957,3141401
13,40903275,43294857,2391582,78957,3194087
14,44298768,46688896,2390128,78957,3299259
15,47673349,50055614,2382265,78957,3299299
16,50982153,53415532,2433379,78957,3299108
17,54343810,56747501,2403691,78957,3299123
18,57637874,60040555,2402681,78957,3299078
19,61037506,63484422,2446916,78957,3299388
20,64410329,66781479,2371150,78957,3299093
21,67701689,70131174,2429485,78957,3298909
22,71055056,73512541,2457485,78957,3299227
23,74458905,76842905,2384000,78957,3299183
24,77769891,80187624,2417733,78957,3298990
25,81103622,83616895,2513273,78957,3299094
26,84538409,86943067,2404658,78957,3299265
27,87873163,90275112,2401949,78957,3299148
28,91193099,93654419,2461320,78957,3299230
29,94574385,96964159,2389774,78957,3299219
30,97888167,100260746,2372579,78957,3299090
31,101255320,103713575,2458255,78957,3299343
32,104701071,107130572,2429501,78957,3299481
33,107157691,107161114,3423,5,711
