BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15182058,52587089,37405031,1223170,48879695
2,70261649,108474849,38213200,1223170,51101669
3,126328313,164137375,37809062,1223170,51101842
4,181791895,219495184,37703289,1223170,51101574
5,237128341,275207835,38079494,1223170,51101296
6,293918469,331746810,37828341,1223170,51103156
7,348447677,386883031,38435354,1223170,51068888
8,404745801,443207877,38462076,1223170,50866147
9,462842821,500780338,37937517,1223170,56922704
10,520119999,557504591,37384592,1223170,58207424
11,577010269,614397407,37387138,1223170,58206579
12,632852654,670568303,37715649,1223170,58206279
13,689180435,727086617,37906182,1223170,58205566
14,745681517,783660291,37978774,1223170,58061685
15,801358477,839662316,38303839,1223170,57701308
16,857467311,895728380,38261069,1223170,57700116
17,895761256,895764018,2762,3,643
