BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,372123,474100,101977,85,3200
2,535543,573974,38431,85,3374
3,613939,648812,34873,85,3390
4,683340,725702,42362,85,3391
5,767885,807591,39706,85,3391
6,837827,1116366,278539,85,3389
7,1151568,1191290,39722,85,3387
8,1229019,1341783,112764,85,3392
9,1374822,1441983,67161,85,3392
10,1472443,1508754,36311,85,3389
11,1533943,1566971,33028,85,3397
12,1598316,1734251,135935,85,3445
13,1771542,1842837,71295,85,3555
14,1877732,1984747,107015,85,3563
15,2013215,2051348,38133,85,3560
16,2075639,2143345,67706,85,3563
17,2171996,2209888,37892,85,3565
18,2234274,2268447,34173,85,3555
19,2292130,2326744,34614,85,3561
20,2354469,2519227,164758,85,3557
21,2543603,2577472,33869,85,3559
22,2599291,2635827,36536,85,3552
23,2661595,2694274,32679,85,3572
24,2721104,2786191,65087,85,3550
25,2810322,2844646,34324,85,3560
26,2867529,2902896,35367,85,3563
27,2924571,3228754,304183,85,3553
28,3254720,3446012,191292,85,3562
29,3472054,3504426,32372,85,3561
30,3530670,3562907,32237,85,3559
31,3589578,3621199,31621,85,3558
32,3645511,3679646,34135,85,3556
33,3762322,3796512,34190,8,794
