BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2180490,6230715,4050225,157914,6059433
2,8347024,12132483,3785459,157914,6281758
3,13995718,17644908,3649190,157914,6281949
4,19477093,23154518,3677425,157914,6281815
5,24936727,28671416,3734689,157914,6282369
6,30456932,34160351,3703419,157914,6282285
7,36116700,39898876,3782176,157914,6492828
8,41931605,45786739,3855134,157914,6597889
9,47571710,51382417,3810707,157914,6597683
10,53343204,57131496,3788292,157914,6597963
11,58934899,62731533,3796634,157914,6597618
12,64568690,68420156,3851466,157914,6597655
13,70204162,74018798,3814636,157914,6597841
14,75757091,79642626,3885535,157914,6597860
15,81414841,85243589,3828748,157914,6597791
16,87167471,90971672,3804201,157914,6598306
17,90997154,90999214,2060,5,711
