BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16572601,42963410,26390809,1223170,48879695
2,63130268,89728474,26598206,1223170,51101669
3,108377836,134892782,26514946,1223170,51101842
4,152319599,179202281,26882682,1223170,51101574
5,196981510,223581683,26600173,1223170,51101296
6,242543907,269186831,26642924,1223170,51103156
7,286326011,312995557,26669546,1223170,51068888
8,330830674,357632858,26802184,1223170,50866147
9,377683167,404099423,26416256,1223170,56922704
10,423728275,449825217,26096942,1223170,58207424
11,470120614,496089795,25969181,1223170,58206579
12,514887907,541041252,26153345,1223170,58206279
13,559708004,585967988,26259984,1223170,58205566
14,604735273,630767920,26032647,1223170,58061685
15,648454113,674480972,26026859,1223170,57701308
16,692075053,718273593,26198540,1223170,57700116
17,718295670,718297568,1898,3,643
