BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16031542,50128858,34097316,1223170,48879695
2,68165171,100523574,32358403,1223170,51101669
3,118973550,151866786,32893236,1223170,51101842
4,169255909,201432561,32176652,1223170,51101574
5,219344929,253277827,33932898,1223170,51101296
6,272068272,307294926,35226654,1223170,51103156
7,324398401,357954273,33555872,1223170,51068888
8,376106255,409611475,33505220,1223170,50866147
9,429633705,461599056,31965351,1223170,56922704
10,481067190,512285151,31217961,1223170,58207424
11,532089885,566954867,34864982,1223170,58206579
12,585914700,619332663,33417963,1223170,58206279
13,638264262,670586714,32322452,1223170,58205566
14,689737183,722333659,32596476,1223170,58061685
15,740155126,772698395,32543269,1223170,57701308
16,790469698,823077047,32607349,1223170,57700116
17,823215852,823237205,21353,3,643
