BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,3246199,6775477,3529278,157914,6059433
2,10494249,13775746,3281497,157914,6281758
3,17557166,20826257,3269091,157914,6281949
4,24238159,27371961,3133802,157914,6281815
5,31090842,34205258,3114416,157914,6282369
6,37810330,40857225,3046895,157914,6282285
7,42744608,46110766,3366158,157914,6492828
8,48084557,51264858,3180301,157914,6597889
9,54971923,58262608,3290685,157914,6597683
10,60191674,63443190,3251516,157914,6597963
11,65090911,68289192,3198281,157914,6597618
12,69899886,73216619,3316733,157914,6597655
13,74817146,78028929,3211783,157914,6597841
14,79624171,82852327,3228156,157914,6597860
15,84462334,87622532,3160198,157914,6597791
16,89491808,93030116,3538308,157914,6598306
17,93064486,93067373,2887,5,711
