BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6402731,25485004,19082273,611585,24105036
2,32678839,51774403,19095564,611585,24775177
3,59813085,79081913,19268828,611585,25550958
4,87959313,107069070,19109757,611585,25551229
5,115754507,135207710,19453203,611585,25551465
6,143480467,163065866,19585399,611585,25550895
7,171469744,190902886,19433142,611585,25551498
8,199226238,218651672,19425434,611585,25550594
9,227185577,246699716,19514139,611585,25550757
10,255022535,274207635,19185100,611585,25551057
11,283249501,302762705,19513204,611585,25551883
12,311008733,330189951,19181218,611585,25551791
13,338605150,357863019,19257869,611585,25551023
14,366197637,385160413,18962776,611585,25518383
15,393487722,412928069,19440347,611585,25433023
16,421295824,440744257,19448433,611585,25433642
17,450801968,469701153,18899185,611585,27819945
18,479411080,498313796,18902716,611585,29103277
19,507577109,526735940,19158831,611585,29103356
20,536364055,555129939,18765884,611585,29104586
21,564990272,583887097,18896825,611585,29103057
22,593348585,612217243,18868658,611585,29104040
23,621737068,640536979,18799911,611585,29103410
24,649985839,668870255,18884416,611585,29103387
25,678351172,697197919,18846747,611585,29103318
26,706493923,725403785,18909862,611585,29102766
27,735252311,754114795,18862484,611585,29102933
28,763334929,782111638,18776709,611585,28959270
29,790790978,809772578,18981600,611585,28851427
30,818370087,837167729,18797642,611585,28850399
31,846019027,864865478,18846451,611585,28850080
32,873555726,892558785,19003059,611585,28850554
33,892587030,892589514,2484,3,643
