BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16345796,42448286,26102490,1223170,48879695
2,62363895,88867677,26503782,1223170,51101669
3,107276369,133890275,26613906,1223170,51101842
4,151513138,178268842,26755704,1223170,51101574
5,195827061,222651253,26824192,1223170,51101296
6,241607647,268292355,26684708,1223170,51103156
7,285730830,312354697,26623867,1223170,51068888
8,330525502,357169569,26644067,1223170,50866147
9,377021847,403302514,26280667,1223170,56922704
10,423129596,449359114,26229518,1223170,58207424
11,469610698,495728222,26117524,1223170,58206579
12,514518445,540806513,26288068,1223170,58206279
13,559456091,585596446,26140355,1223170,58205566
14,604552107,630728979,26176872,1223170,58061685
15,648479460,674470201,25990741,1223170,57701308
16,692064495,718204867,26140372,1223170,57700116
17,718227357,718229725,2368,3,643
