BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15635339,46428008,30792669,1223170,48879695
2,64473649,95269204,30795555,1223170,51101669
3,114086465,144898227,30811762,1223170,51101842
4,162845179,193522147,30676968,1223170,51101574
5,211525280,242073023,30547743,1223170,51101296
6,260837357,291484398,30647041,1223170,51103156
7,308503280,339182158,30678878,1223170,51068888
8,357784021,388482071,30698050,1223170,50866147
9,408785727,439676095,30890368,1223170,56922704
10,459348988,490088946,30739958,1223170,58207424
11,510354280,541003556,30649276,1223170,58206579
12,559534771,590108171,30573400,1223170,58206279
13,609834500,640886862,31052362,1223170,58205566
14,659820749,690297321,30476572,1223170,58061685
15,708771462,739315540,30544078,1223170,57701308
16,757303945,787698254,30394309,1223170,57700116
17,787737978,787747559,9581,3,643
