BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6469585,21268742,14799157,611585,24105036
2,29021091,43677558,14656467,611585,24775177
3,52493035,67557561,15064526,611585,25550958
4,77014419,91942002,14927583,611585,25551229
5,101330286,116294394,14964108,611585,25551465
6,125136137,140043991,14907854,611585,25550895
7,148952733,163897910,14945177,611585,25551498
8,172751235,187796707,15045472,611585,25550594
9,197067724,212059092,14991368,611585,25550757
10,220960469,235948399,14987930,611585,25551057
11,245583557,260560132,14976575,611585,25551883
12,269437159,284429697,14992538,611585,25551791
13,293426816,308394674,14967858,611585,25551023
14,317339577,332147043,14807466,611585,25518383
15,341219471,356122941,14903470,611585,25433023
16,364977473,380141830,15164357,611585,25433642
17,390648919,405520800,14871881,611585,27819945
18,415645587,430568450,14922863,611585,29103277
19,440343455,455328293,14984838,611585,29103356
20,465231726,480260099,15028373,611585,29104586
21,490505789,505356232,14850443,611585,29103057
22,515135386,529888955,14753569,611585,29104040
23,539865985,554862851,14996866,611585,29103410
24,565076853,580038958,14962105,611585,29103387
25,590167930,604892390,14724460,611585,29103318
26,615199778,629994220,14794442,611585,29102766
27,639953976,654668808,14714832,611585,29102933
28,664650193,679519811,14869618,611585,28959270
29,688676793,703433143,14756350,611585,28851427
30,712600801,727297336,14696535,611585,28850399
31,736520381,751696025,15175644,611585,28850080
32,760839069,775785140,14946071,611585,28850554
33,775818224,775820545,2321,3,643
