BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,7465537,20451586,12986049,611585,24105036
2,28324936,41289057,12964121,611585,24775177
3,49911672,63106194,13194522,611585,25550958
4,71855936,85279140,13423204,611585,25551229
5,94013859,107307355,13293496,611585,25551465
6,115942049,129230042,13287993,611585,25550895
7,137648658,150919986,13271328,611585,25551498
8,159484033,172836601,13352568,611585,25550594
9,181320352,194557952,13237600,611585,25550757
10,203127273,216355521,13228248,611585,25551057
11,225385686,238721194,13335508,611585,25551883
12,247135888,260393263,13257375,611585,25551791
13,268924342,282211280,13286938,611585,25551023
14,290695565,304018750,13323185,611585,25518383
15,312586360,325933647,13347287,611585,25433023
16,334737810,348058344,13320534,611585,25433642
17,358559725,371656354,13096629,611585,27819945
18,381805371,394791135,12985764,611585,29103277
19,404360130,417323503,12963373,611585,29103356
20,426891595,439888331,12996736,611585,29104586
21,449501470,462529932,13028462,611585,29103057
22,472465186,485382228,12917042,611585,29104040
23,494964237,508074790,13110553,611585,29103410
24,517684470,530748989,13064519,611585,29103387
25,540362039,553369579,13007540,611585,29103318
26,562962718,576090495,13127777,611585,29102766
27,585765449,598921782,13156333,611585,29102933
28,608008861,620931750,12922889,611585,28959270
29,630050040,642947430,12897390,611585,28851427
30,652071311,665020178,12948867,611585,28850399
31,674180940,687194007,13013067,611585,28850080
32,696308440,709469654,13161214,611585,28850554
33,709485221,709487150,1929,3,643
