BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2246911,6321886,4074975,157914,6059433
2,8467415,12375637,3908222,157914,6281758
3,14268705,18039681,3770976,157914,6281949
4,19882389,23642132,3759743,157914,6281815
5,25465944,29200178,3734234,157914,6282369
6,31006058,34813761,3807703,157914,6282285
7,36905613,40729787,3824174,157914,6492828
8,42701731,46610018,3908287,157914,6597889
9,48395625,52345208,3949583,157914,6597683
10,54344408,58232907,3888499,157914,6597963
11,60105265,63941204,3835939,157914,6597618
12,65822539,69649106,3826567,157914,6597655
13,71469197,75455826,3986629,157914,6597841
14,77259620,81077342,3817722,157914,6597860
15,82887189,86784907,3897718,157914,6597791
16,88716200,92547698,3831498,157914,6598306
17,92585216,92587210,1994,5,711
