BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2504666,9370504,6865838,157914,6059433
2,11418026,16190412,4772386,157914,6281758
3,18137321,22335015,4197694,157914,6281949
4,24082139,27808859,3726720,157914,6281815
5,29649501,33727998,4078497,157914,6282369
6,35501298,39365638,3864340,157914,6282285
7,41714834,45829499,4114665,157914,6492828
8,47835369,51974475,4139106,157914,6597889
9,53765876,58297884,4532008,157914,6597683
10,60230003,64401931,4171928,157914,6597963
11,66176206,70255917,4079711,157914,6597618
12,72093614,76403170,4309556,157914,6597655
13,78239379,82491578,4252199,157914,6597841
14,84311737,88369572,4057835,157914,6597860
15,90140645,94650260,4509615,157914,6597791
16,96566603,100977669,4411066,157914,6598306
17,101076716,101107848,31132,5,711
