BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15695078,46621522,30926444,1223170,48879695
2,64570367,95630580,31060213,1223170,51101669
3,114013698,145062497,31048799,1223170,51101842
4,163004539,193574638,30570099,1223170,51101574
5,211542696,243377755,31835059,1223170,51101296
6,261834770,292573064,30738294,1223170,51103156
7,310405533,341362459,30956926,1223170,51068888
8,358576891,389206131,30629240,1223170,50866147
9,408421986,438825603,30403617,1223170,56922704
10,459672706,490057549,30384843,1223170,58207424
11,509849066,540235310,30386244,1223170,58206579
12,559157777,589566651,30408874,1223170,58206279
13,608378131,638812196,30434065,1223170,58205566
14,657817784,688135642,30317858,1223170,58061685
15,705828301,736141501,30313200,1223170,57701308
16,754412914,784691852,30278938,1223170,57700116
17,784725199,784727442,2243,3,643
