BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,101333,111333,10000,85,3200
2,149608,155290,5682,85,3374
3,193035,199398,6363,85,3390
4,221302,230033,8731,85,3391
5,254558,260363,5805,85,3391
6,281326,287370,6044,85,3389
7,308781,314820,6039,85,3387
8,336731,343993,7262,85,3392
9,363491,369040,5549,85,3392
10,386175,391463,5288,85,3389
11,409975,416985,7010,85,3397
12,434736,440349,5613,85,3445
13,460982,466056,5074,85,3555
14,486575,490812,4237,85,3563
15,509193,514624,5431,85,3560
16,533010,538721,5711,85,3563
17,556012,563122,7110,85,3565
18,578086,588391,10305,85,3555
19,603692,607626,3934,85,3561
20,622893,630169,7276,85,3557
21,644285,649650,5365,85,3559
22,663625,671943,8318,85,3552
23,686030,691838,5808,85,3572
24,705996,713787,7791,85,3550
25,728017,734121,6104,85,3560
26,747961,755749,7788,85,3563
27,769525,773440,3915,85,3553
28,787800,797571,9771,85,3562
29,815441,819347,3906,85,3561
30,834049,840616,6567,85,3559
31,854062,864453,10391,85,3558
32,878002,889652,11650,85,3556
33,903296,914716,11420,8,794
