BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6532563,21486124,14953561,611585,24105036
2,28772098,43563057,14790959,611585,24775177
3,51872641,66904444,15031803,611585,25550958
4,75799819,90915210,15115391,611585,25551229
5,99726129,114720155,14994026,611585,25551465
6,123135020,138106259,14971239,611585,25550895
7,146469090,161499480,15030390,611585,25551498
8,169889320,184978358,15089038,611585,25550594
9,193703506,208713548,15010042,611585,25550757
10,217019640,231910081,14890441,611585,25551057
11,241019703,255978987,14959284,611585,25551883
12,264450073,279416198,14966125,611585,25551791
13,287639694,302793329,15153635,611585,25551023
14,311442493,326402460,14959967,611585,25518383
15,335018379,350131025,15112646,611585,25433023
16,358462600,373587312,15124712,611585,25433642
17,383457752,398421216,14963464,611585,27819945
18,408168167,423080642,14912475,611585,29103277
19,432348693,447238302,14889609,611585,29103356
20,456657346,471457965,14800619,611585,29104586
21,481362185,496316824,14954639,611585,29103057
22,505817210,520764156,14946946,611585,29104040
23,530385860,545397825,15011965,611585,29103410
24,555264561,570327653,15063092,611585,29103387
25,579987771,594987456,14999685,611585,29103318
26,604575542,619379370,14803828,611585,29102766
27,628830721,643722450,14891729,611585,29102933
28,653146436,668140309,14993873,611585,28959270
29,676759935,691718084,14958149,611585,28851427
30,700249789,715194729,14944940,611585,28850399
31,724111879,739037226,14925347,611585,28850080
32,747921182,762791132,14869950,611585,28850554
33,762825678,762828080,2402,3,643
