BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2153758,4103253,1949495,78957,2960759
2,6031718,7809891,1778173,78957,3099192
3,9505947,11130197,1624250,78957,3141173
4,13055248,14586076,1530828,78957,3141103
5,16536878,18065567,1528689,78957,3141296
6,19947122,21485133,1538011,78957,3141171
7,23228135,24709719,1481584,78957,3141239
8,26615579,28165317,1549738,78957,3141094
9,29921788,31406238,1484450,78957,3141376
10,33126787,34643581,1516794,78957,3141511
11,36413239,37908503,1495264,78957,3141402
12,39628143,41141791,1513648,78957,3141401
13,43099122,44588726,1489604,78957,3194087
14,46614215,48299871,1685656,78957,3299259
15,50303865,51872622,1568757,78957,3299299
16,53657848,55255213,1597365,78957,3299108
17,57057311,58579988,1522677,78957,3299123
18,60388276,61949100,1560824,78957,3299078
19,63881874,65420326,1538452,78957,3299388
20,67224713,68804402,1579689,78957,3299093
21,70647614,72245632,1598018,78957,3298909
22,74090790,75753597,1662807,78957,3299227
23,77565949,79204083,1638134,78957,3299183
24,80985755,82562972,1577217,78957,3298990
25,84331775,86045005,1713230,78957,3299094
26,87887201,89495141,1607940,78957,3299265
27,91289409,92864130,1574721,78957,3299148
28,94682777,96387495,1704718,78957,3299230
29,98281266,99934020,1652754,78957,3299219
30,101774562,103462466,1687904,78957,3299090
31,105445646,107053950,1608304,78957,3299343
32,109107225,110743330,1636105,78957,3299481
33,110790321,110792991,2670,5,711
