BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6588251,21630432,15042181,611585,24105036
2,29124083,43794111,14670028,611585,24775177
3,52220510,67162743,14942233,611585,25550958
4,76163727,91214681,15050954,611585,25551229
5,99984067,114984545,15000478,611585,25551465
6,123385779,138432393,15046614,611585,25550895
7,146917440,161988306,15070866,611585,25551498
8,170276936,185333481,15056545,611585,25550594
9,194201888,209121160,14919272,611585,25550757
10,217432634,232346231,14913597,611585,25551057
11,241160255,256308022,15147767,611585,25551883
12,264700124,279755073,15054949,611585,25551791
13,288193432,303032355,14838923,611585,25551023
14,311332187,326359209,15027022,611585,25518383
15,334646253,349659296,15013043,611585,25433023
16,358060545,373080502,15019957,611585,25433642
17,383148301,398072061,14923760,611585,27819945
18,407736925,422879253,15142328,611585,29103277
19,432239105,447297620,15058515,611585,29103356
20,456899988,471848043,14948055,611585,29104586
21,481283888,496211688,14927800,611585,29103057
22,505889287,520901254,15011967,611585,29104040
23,530377929,545329826,14951897,611585,29103410
24,554716896,569641301,14924405,611585,29103387
25,578929151,594059243,15130092,611585,29103318
26,603347889,618148508,14800619,611585,29102766
27,628086588,643045973,14959385,611585,29102933
28,652519803,667398375,14878572,611585,28959270
29,676035760,691075736,15039976,611585,28851427
30,699708358,714649958,14941600,611585,28850399
31,723541540,738423170,14881630,611585,28850080
32,747057863,761942196,14884333,611585,28850554
33,761973114,761975525,2411,3,643
