BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2241454,7235736,4994282,157914,6059433
2,9344695,14112034,4767339,157914,6281758
3,16142584,20727634,4585050,157914,6281949
4,22407321,27108495,4701174,157914,6281815
5,28941870,33598436,4656566,157914,6282369
6,35436531,40163082,4726551,157914,6282285
7,42460283,47234790,4774507,157914,6492828
8,49136566,53970758,4834192,157914,6597889
9,55746748,60609061,4862313,157914,6597683
10,62550247,67462383,4912136,157914,6597963
11,69245227,74045335,4800108,157914,6597618
12,75844674,80717759,4873085,157914,6597655
13,82472822,87326652,4853830,157914,6597841
14,89099916,93992132,4892216,157914,6597860
15,95763439,100647983,4884544,157914,6597791
16,102525416,107425685,4900269,157914,6598306
17,107451209,107453599,2390,5,711
