BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,407873,490411,82538,85,3200
2,550826,582077,31251,85,3374
3,616877,824025,207148,85,3390
4,856973,891839,34866,85,3391
5,924862,949064,24202,85,3391
6,976844,1032859,56015,85,3389
7,1065468,1099409,33941,85,3387
8,1132049,1258267,126218,85,3392
9,1289511,1350074,60563,85,3392
10,1376554,1408517,31963,85,3389
11,1431331,1458481,27150,85,3397
12,1485342,1651552,166210,85,3445
13,1688242,1826166,137924,85,3555
14,1865283,1892808,27525,85,3563
15,1919514,1942885,23371,85,3560
16,1967267,2026570,59303,85,3563
17,2052203,2076471,24268,85,3565
18,2101333,2126729,25396,85,3555
19,2152357,2176603,24246,85,3561
20,2198255,2360693,162438,85,3557
21,2385516,2410682,25166,85,3559
22,2433328,2460684,27356,85,3552
23,2484234,2510804,26570,85,3572
24,2533289,2594472,61183,85,3550
25,2617928,2644388,26460,85,3560
26,2662796,2686100,23304,85,3563
27,2709527,3003598,294071,85,3553
28,3029966,3245859,215893,85,3562
29,3270668,3312614,41946,85,3561
30,3337994,3370923,32929,85,3559
31,3395925,3429409,33484,85,3558
32,3454941,3496189,41248,85,3556
33,3569077,3597609,28532,8,794
