BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,87084,93399,6315,85,3200
2,129797,135363,5566,85,3374
3,168497,174289,5792,85,3390
4,195987,203940,7953,85,3391
5,228404,233879,5475,85,3391
6,254770,260505,5735,85,3389
7,284170,290196,6026,85,3387
8,312016,318809,6793,85,3392
9,337019,342780,5761,85,3392
10,359812,369244,9432,85,3389
11,386050,391063,5013,85,3397
12,409454,414932,5478,85,3445
13,436701,441738,5037,85,3555
14,466494,472056,5562,85,3563
15,488142,493714,5572,85,3560
16,509763,515323,5560,85,3563
17,532250,538042,5792,85,3565
18,552950,556859,3909,85,3555
19,574733,580785,6052,85,3561
20,595709,601806,6097,85,3557
21,615943,619643,3700,85,3559
22,634089,639881,5792,85,3552
23,653967,659887,5920,85,3572
24,673832,677617,3785,85,3550
25,691582,698111,6529,85,3560
26,711850,715490,3640,85,3563
27,733289,739294,6005,85,3553
28,753360,757267,3907,85,3562
29,772548,778961,6413,85,3561
30,799018,805546,6528,85,3559
31,818992,823706,4714,85,3558
32,837006,840786,3780,85,3556
33,853932,857404,3472,8,794
