BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6440095,25119529,18679434,611585,24105036
2,32330228,50955505,18625277,611585,24775177
3,59047533,77861225,18813692,611585,25550958
4,86769019,105659139,18890120,611585,25551229
5,114402857,133278898,18876041,611585,25551465
6,141591154,160531373,18940219,611585,25550895
7,168973857,187771960,18798103,611585,25551498
8,196148436,214965099,18816663,611585,25550594
9,223543611,242440348,18896737,611585,25550757
10,250826363,269637687,18811324,611585,25551057
11,278513768,297348592,18834824,611585,25551883
12,305708488,324625076,18916588,611585,25551791
13,333096305,351867227,18770922,611585,25551023
14,360259487,379184050,18924563,611585,25518383
15,387571070,406227811,18656741,611585,25433023
16,414631966,433438530,18806564,611585,25433642
17,443822507,462544559,18722052,611585,27819945
18,472256313,490912790,18656477,611585,29103277
19,500213329,518822276,18608947,611585,29103356
20,528439841,547079813,18639972,611585,29104586
21,556790956,575233331,18442375,611585,29103057
22,584561236,603253359,18692123,611585,29104040
23,612780630,631560355,18779725,611585,29103410
24,640895057,659621785,18726728,611585,29103387
25,669317585,688019573,18701988,611585,29103318
26,697851398,716514584,18663186,611585,29102766
27,726545907,745339960,18794053,611585,29102933
28,754755229,773394330,18639101,611585,28959270
29,782090127,800714484,18624357,611585,28851427
30,809337801,827879127,18541326,611585,28850399
31,836747100,855394576,18647476,611585,28850080
32,864108160,882802363,18694203,611585,28850554
33,882846661,882853880,7219,3,643
