BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,89786,100445,10659,170,6056
2,153938,161643,7705,170,6263
3,203949,211447,7498,170,6262
4,241312,254631,13319,170,6261
5,285396,293880,8484,170,6263
6,320497,326974,6477,170,6324
7,349842,356587,6745,170,6600
8,380833,386887,6054,170,6605
9,407494,413943,6449,170,6602
10,434205,440740,6535,170,6600
11,458761,463993,5232,170,6593
12,483662,489650,5988,170,6604
13,511290,516052,4762,170,6605
14,535031,541282,6251,170,6597
15,558750,563450,4700,170,6602
16,580037,585671,5634,170,6596
17,596427,598417,1990,8,794
