BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,157896,168891,10995,170,6056
2,256915,271696,14781,170,6263
3,344156,358244,14088,170,6262
4,419696,446369,26673,170,6261
5,513977,526034,12057,170,6263
6,576904,594819,17915,170,6324
7,651046,668420,17374,170,6600
8,729424,740856,11432,170,6605
9,784242,801146,16904,170,6602
10,844220,855243,11023,170,6600
11,890968,903975,13007,170,6593
12,949831,965017,15186,170,6604
13,1007865,1019368,11503,170,6605
14,1066640,1079453,12813,170,6597
15,1119449,1133107,13658,170,6602
16,1175350,1187476,12126,170,6596
17,1215890,1218297,2407,8,794
